ID,titulo,titulo_completo,empresa,comentario_curto,comentario,link,data,cidade,local
108893427,Difícil devolver,Difícil devolver,Ortopé - Loja Online,Comprei 4 calçados no site e desejo devolver 2 mas apesar de mandar e-mail pra Ortopé eles não mandam o código para postar o produto....,Comprei 4 calçados no site e desejo devolver 2 mas apesar de mandar e-mail pra Ortopé eles não mandam o código para postar o produto.,https://www.reclameaqui.com.br/ortope-loja-online/dificil-devolver_aM2zv-Xar0MWjioF/, 21/07/20 às 15h17,Brasília, Brasília - DF
108262059,Botas de fabricação nacional de PÉSSIMA QUALIDADE,Botas de fabricação nacional de PÉSSIMA QUALIDADE,Timberland - Loja Física ," revezo com outros calçados, e muito menos nenhum tipo de super exigência que não fosse o de me deslocar até o escritório e trabalhar sentado ], primeiramente a...","No ano de 2019 comprei duas botas dos modelos Factory 73 e Larchmont, nunca havia comprado nenhuma bota da Timberland, e pela boa reputação de pessoas que conheço que tinham botas compradas no exterior não achei necessário pesquisar por aqui no site. Quando chegaram os modelos, comprados no Brasil, primeiramente achei estranho o acabamento interno da Factory 73, e depois, da indicação que a fabricação delas era nacional, não sabia dessa informação. Por essa razão fiquei desconfiado e entrei em contato direto com a Timberland, que confirmaram que já há algum tempo passaram a fabricar no Brasil.O resumo dessa infeliz experiência não foi diferente da minha desconfiança inicial, com menos de somente 3 a 4 meses de uso, [ deixando bem claro que não houve excesso de uso, pois sempre revezo com outros calçados, e muito menos nenhum tipo de super exigência que não fosse o de me deslocar até o escritório e trabalhar sentado ], primeiramente a Factory rachou o solado e teve um desgaste da mesma borracha numa velocidade que só pode ser justificada pelo material de baixíssima qualidade. Em seguida o solado da Larchmontque não apresentou o mesmo problema da Factory de desgaste acelerado, começou a descolar, primeiro um pé, depois o outro.Fiquei profundamente decepcionado, pois comprei duas botas confiando na marca, pagando o preço caro de um produto original em troca da qualidade de um produto falsificado. Fiquei mais surpreso ainda em descobrir no Reclame Aqui que fui apenas outro que foi enganado, pois os problemas que tive com os dois modelos são recorrentes nas reclamações aqui no site e a própria Timberland está ciente disso.Uma das possibilidades que penso para isso é uma pegadinha de obsolência programada, que garante que a produto funcione sem apresentar problema até o limite da garantia e olhe lá, pois passando do prazo não há nada que possa fazer. É isso, vejo que a reputação da marca aqui no site, bem como os tipos de problemas relatados e a disposição em resolvê-los de fato, refletem de maneira precisa qual é a verdadeira intenção da marca no Brasil.",https://www.reclameaqui.com.br/timberland-loja-fisica/botas-de-fabricacao-nacional-de-pessima-qualidade_UcQ-WzwdO-FEN5rf/, 21/07/20 às 15h06,Florianópolis, Florianópolis - SC
108892061,COMPRA SEM ENTREGA,COMPRA SEM ENTREGA,Amazon," EMPRESA FORNECEDORA, A DHL CALÇADOS, ESSA TAMBÉM JAMAIS CONSEGUI CONTATO. NO BRASIL, PODE TUDO....","COMPREI UM PRODUTO PELA AMAZON PRIME NO DIA 02 DE JULHO, ATE AÍ, TUDO BEM? O PROBLEMA É QUE O PEDIDO FOI ENTREGUE DIA 14 DE JULHO, MAS NUNCA RECEBI.JA ENTREI SM CONTATO COM A AMAZON E ATE AGORA NAO TIVE RETORNO. NO SITE DA TRANSPORTADORA TOTAL EXPRESS, TAMBÉM NÃO CONSIGO ACESSO. A EMPRESA FORNECEDORA, A DHL CALÇADOS, ESSA TAMBÉM JAMAIS CONSEGUI CONTATO. NO BRASIL, PODE TUDO.",https://www.reclameaqui.com.br/amazon/compra-sem-entrega_qsKHczMCfpqCn8Ie/, 21/07/20 às 15h05,Fortaleza, Fortaleza - CE
108888267,Reembolso errado,Reembolso errado,Enjoei," problema com outro pedido n PAY-IP16E0YA5FGY. Eram dois calçados infantis. Foram encaminhados, mas resolvi devolver um deles, pois era réplica e isso não foi...","Uma compra minha foi cancelada (pedido n PAY-9MDVOU4N4CN3) porque o vendedor não enviou os produtos. Na aba ""minhas compras"" é informado que o estorno foi concluído, todavia, paguei um total de 72,64 (frete+taxa+ compra), mas no meu cartão de crédito só foi estornado o valor de 48,82.Tenho outro problema com outro pedido n PAY-IP16E0YA5FGY. Eram dois calçados infantis. Foram encaminhados, mas resolvi devolver um deles, pois era réplica e isso não foi informado pelo vendedor no anúncio. Consegui fazer todo o procedimento e já devolvi o tênis, mas quando clico em ""ver detalhes"" aparece que o valor a ser reembolsado é 19,90, sendo que paguei pelo tênis o valor de 43,48 e o total com frete e taxa de serviço apenas do tênis foi 48,30. Se eu for reembolsada apenas com 19,90 estou pagando para ser enganada. A vendedora vende uma réplica no site, não deixa a informação de forma clara e eu tomo prejuízo por devolver? Aliás, ainda que não fosse réplica eu poderia devolver sem qualquer prejuízo (é o que diz o código de defesa do consumidor e o Enjoei não tem respeitado). Aguardo solução.",https://www.reclameaqui.com.br/enjoei/reembolso-errado_DrlLrcwk0mC72Ak9/, 21/07/20 às 14h29,Sabará, Sabará - MG
108884373,Produto falso e demora na entrega,Produto falso e demora na entrega,Urbanizze Calçados,"Comprei um tênis na Urbanizze calçados no início de Junho, o tênis chegou com o cadarço todo estragado e o tênis era do falsificado mais barato, piores do que...","Comprei um tênis na Urbanizze calçados no início de Junho, o tênis chegou com o cadarço todo estragado e o tênis era do falsificado mais barato, piores do que os de barraquinha de praça. Enviei o tênis de volta no dia 26/6 e até o momento não recebi o reembolso e não tive nenhuma resposta da empresa, enviei vários e-mails e mensagens via watts app e não respondem. Enfim péssima loja e não confiável ",https://www.reclameaqui.com.br/urbanizze-calcados/produto-falso-e-demora-na-entrega_rAZG3oqq-RcjJbdg/, 21/07/20 às 13h52,Pitangueiras, Pitangueiras - SP
108868763,Cobrança indevida,Cobrança indevida,Credsystem Adm Cartões de...," Calçados.Achei estranho porque a loja informou que não recebia em cartão de debito, que eu tinha que sacar o valor e agora estão me cobrando novamente....","Fiz o pagamento de uma negociação no final de 2019 porém estão me cobrando a ultima parcela novamente sendo que já fiz o pagamento na própria loja Savan Calçados.Achei estranho porque a loja informou que não recebia em cartão de debito, que eu tinha que sacar o valor e agora estão me cobrando novamente.Tentei entrar em contato 3 vezes, fui muito mal atendido, os atendentes debochando e rindo, acredito que deva ser pelo horário porque como trabalho ate mais tarde liguei depois as 20:00Protocolo das ligações são 2029917068, 2029916806 e 2029916954, gostaria que meu problema fosse resolvido o mais rápido possível.",https://www.reclameaqui.com.br/credsystem-adm-cartoes-de-credito/cobranca-indevida_J8cZtHXP4p9_LYwz/, 21/07/20 às 11h26,Uberlândia, Uberlândia - MG
108862949,VALE TROCA ERRADO,VALE TROCA ERRADO,Tricae,"Fiz duas compras no site que geraram pedidos diferentes, em cada pedido veio 3 pares de calçados por 89,90 cada.Quando chegaram, solicitei a troca de 4...","Fiz duas compras no site que geraram pedidos diferentes, em cada pedido veio 3 pares de calçados por 89,90 cada.Quando chegaram, solicitei a troca de 4 produtos desses 6.Geraram dois códigos de autorização de postagem, mas não especificaram a qual pedido cada código pertencia.Fiz a devolução dos 4 pares e no site consta que receberam, mas quando peço pra me enviarem o vale troca, o valor do mesmo é só de 59,00.Como eu compro 6 calçados por 180,00, devolvo 4 e tenho um vale de só 59,00???? não tem lógica. Já mandei vários emails, entrei no messenger, mas ninguém responde, quero que resolvam isso.",https://www.reclameaqui.com.br/tricae/vale-troca-errado_kDJrbl6Nmtvsyb2v/, 21/07/20 às 10h36,Itumbiara, Itumbiara - GO
108861755,Marca enganosa,Marca enganosa,Dafiti.com.br, marca que consta na sola do sapato e na nota fiscal é Jaquelina da Costa calçados me queria saber o porque do anúncio estar uma marca e eu esperar receber dela...,"Comprei um par de sapatos no dia 08/07/2020 da marca Hope Shoes de acordo com o que dizia o anúncio. Mas agora que a mercadoria chegou para mim (21/07/2020) a marca que consta na sola do sapato e na nota fiscal é Jaquelina da Costa calçados me queria saber o porque do anúncio estar uma marca e eu esperar receber dela, mas me é entregue um sapato de uma marca que não constava no anúncio (apesar de serem iguais. Pedido n 4494171833",https://www.reclameaqui.com.br/dafiti/marca-enganosa_39bUkV3t7kPqkg1G/, 21/07/20 às 10h27,Goiânia, Goiânia - GO
108858433,TROCA DE UM TÊNIS NÃO REALIZADA NEM REEMBOLSADA,TROCA DE UM TÊNIS NÃO REALIZADA NEM REEMBOLSADA,IAN Calçados, que o outro tênis já estava separado para envio. Postei o tênis nos correios e desde então tento contato com a Ian Calçados e não tenho resposta. Acabei de...,"Comprei um tênis para dar de presente para minha esposa pelo site da Netshoes, porém o tênis veio com um barulho estranho. Solicitei a troca através do e-mail, cujo papel com os dados veio dentro da caixa do tênis. Uma pessoa com o nome de Tatiana respondeu ao e-mail, passou os dados para envio pelo correio e informou que o outro tênis já estava separado para envio. Postei o tênis nos correios e desde então tento contato com a Ian Calçados e não tenho resposta. Acabei de crer que o atendimento é péssimo. O cliente não é valorizado nesta empresa. A gente faz a compra pelo site de uma empresa confiável, achando que terá menos risco, porém acabo de crer que não temos garantia nenhuma. Se a empresa não consegue formalizar uma troca, o que podemos esperar dela.",https://www.reclameaqui.com.br/ian-calcados/troca-de-um-tenis-nao-realizada-nem-reembolsada_G1DXbjc7liztu5_H/, 21/07/20 às 09h52,São Caetano do Sul, São Caetano do Sul - SP
108852997,Minha primeira compra e muita decepção,Minha primeira compra e muita decepção,Netshoes,Fiz a compra de 2 tenis nike pico dia 06/07/2020 e entrega prevista para dia 21 /07/2020 detalhe hoje é 21 e nada desses calçados chegar meu filho sem tenis...,Fiz a compra de 2 tenis nike pico dia 06/07/2020 e entrega prevista para dia 21 /07/2020 detalhe hoje é 21 e nada desses calçados chegar meu filho sem tenis pra usar ...se eu soubesse teria ido em uma loja qualquer mas fisica ..abuso total isso e quando procuramos informação não temos .,https://www.reclameaqui.com.br/netshoes/minha-primeira-compra-e-muita-decepcao_URpsyy8BsAbKfRgl/, 21/07/20 às 08h43,São Paulo, São Paulo - SP
108851851,Mal atendimento,Mal atendimento,Vitrine Calçados, da origem da compra. Conclusão mal usei a bolsa e nunca mais compro nada na Vitrine Calçados e não indico já comprei uma sandália lá que se desfez em 3 meses....,"Ganhei uma bolsa da ""Arezzo"" da minha mãe e usei poucas vezes a bolsa já começou a desmanchar pelo fato de não ser de couro achei que duraria pouco mas não tão pouco. Minha irmã ganhou uma igual, que aconteceu a msm coisa. Ela levou na loja e eles mandaram para análise e ela realizou a troca. Eu fui fazer o msm e ela me disse que tem prazo, para que eu procurasse a Arezzo própria. Mas no próprio site da Arezzo diz que para análise de troca precisa procurar a loja da origem da compra. Conclusão mal usei a bolsa e nunca mais compro nada na Vitrine Calçados e não indico já comprei uma sandália lá que se desfez em 3 meses.",https://www.reclameaqui.com.br/vitrine-calcados/mal-atendimento_UwYG13GdBnVDDqId/, 21/07/20 às 08h22,São Paulo, São Paulo - SP
108851641,MERCADORIA NÃO RECEBIDA,MERCADORIA NÃO RECEBIDA,Privalia,"No dia 17 de junho comprei dois pares de calçados na campanha da Jorge Bichoff no privalia, pedido de n 93410026, agendado para entrega até o dia 06 de julho...","No dia 17 de junho comprei dois pares de calçados na campanha da Jorge Bichoff no privalia, pedido de n 93410026, agendado para entrega até o dia 06 de julho. No dia 20 de junho de 2020 meu pedido foi atualizado para ENCAMINHADO PARA O CENTRO DE DISTRIBUIÇÃO20/06/202012:04:40EM PROCESSO DE COLETA/ e esta até o dia de hoje dessa forma, desde o dia 09 de julho que entre em contato por e-mail com o privalia, pois por telefone não é possível, e sempre eles respondem no e-mail que estão verificando o que aconteceu e respondem em até 8 dias. Acho isso falta de respeito, só enviam e-mail automático, não resolvem meu problema, já estou indo pagar segunda prestação do produto e não recebo e nem tenho nenhum retorno da empresa, já realizei outros pedidos após essa compra e já recebi o mesmo, e não me respondem sobre esse pedido. Estou muito chateada, pois considerava uma empresa séria onde já comprava e até mesmo realizava devolução e tudo dava certo, mas quando acontece algo como agora eles não nos dão nenhum suporte e nem atendimento devido. Estou reclamando por aqui para vê se resolvem minha situação, pois está na cara que minha mercadoria esta perdida ou foi extraviada. Só quero meu produto ou devolução pagamento.",https://www.reclameaqui.com.br/privalia/mercadoria-nao-recebida_hxzm4i4Hs_AKh_PU/, 21/07/20 às 08h19,Ipatinga, Ipatinga - MG
108840377,Produto péssima qualidade,Produto péssima qualidade,Zatta Calçados," buraquinho do solado no meu pé,  machucando muito.Como que uma empresa desse porte fabrica um produto de tão baixa qualidade ? Até gostava muito dos calçados de la mais depois dessa, não comprarei mais....","Comprei uma sapatilha na filial do West plazza dia 17/07 e usei ela duas vezes porém o produto é péssima qualidade ao decorrer do dia comecei  a sentir aqueles buraquinho do solado no meu pé,  machucando muito.Como que uma empresa desse porte fabrica um produto de tão baixa qualidade ? Até gostava muito dos calçados de la mais depois dessa, não comprarei mais.",https://www.reclameaqui.com.br/zatta-calcados/produto-pessima-qualidade_NcQ4TIBxAU5bw3Pn/, 20/07/20 às 23h11,São Paulo, São Paulo - SP
108840139,Bota descolada,Bota descolada,Bebecê," fabricação devolvem o calçado da mesma forma que enviei, pedem inumeros dados e fotos e arquivos e 300 coisas e no fim te pedem para enviar o calçados sem...","Minha reclamação nao é tão recente, o problema é que ja desde o ano passado eu tive um problema com um calçado que adquiri da empresa e veio com defeito. Comprei uma bota e a mesma veio com solado descolando, comprei em uma oferta em determinada loja e demorei um pouco a usar , quando resolvi usar a bota mesmo ja tinham passado o prazo para efetuar a troca pela loja então começou minha maratona de entrar em contato com a empresa e demorar alguns dias para obter retorno, no fim eles me disseram que eu teria que enviar a bota para empresa que fica em São Paulo, mas o processo todo leva dias e caso eles entendam que nao é defeito de fabricação devolvem o calçado da mesma forma que enviei, pedem inumeros dados e fotos e arquivos e 300 coisas e no fim te pedem para enviar o calçados sem previsão nenhuma de solução e nem prazo para um retorno. Resumindo, pela dificuldade que colocaram acabei por não enviar, e nunca mais usei a bota até pq comprei para usar no inverno do ano passado e pela importancia que dão para o problema  levariam meses para a solução do mesmo, mas esta ali o produto praticamente novo somente com o defeito que já tinha e eu não me conformo de não ter obtido o tratamento que uma empresa seria deveria ter para com seus clientes então deixo aqui minha reclamação na esperança de alguém responsável pelo produto entrar em contato e efetivamente resolver meu problema.",https://www.reclameaqui.com.br/bebece/bota-descolada_DP9wLKb9rXjHKwNH/, 20/07/20 às 23h07,Araucária, Araucária - PR
108839645,Juros abusivos,Juros abusivos,BrasilCard,. Estou sem condições. Estou deixando de comprar roupas e calçados pra minha filha. E tem uns meses q n sei mais nem oq é fazer Supermercado. Tô vendendo de Cesta...,"Estou com uma dívida que eles triplicaram o valor. E n estou sabendo como pagar e n tenho condições.  Ainda mais nessa pandemia de corona vírus. Nessa crise. Devo 1717,22. O valor que me deram ficou de 1980 e pouco.  Duzentos reais a mais. Tentei outro valor à vista. Ficou pior. Com essa Empresa não tem negociação. Estou sem condições. Estou deixando de comprar roupas e calçados pra minha filha. E tem uns meses q n sei mais nem oq é fazer Supermercado. Tô vendendo de Cesta básica. Pra pagar esse cartão. E ainda não consegui. Já não sei mais o que fazer. Amanhã vou no procon. E de lá vou no advogado que resolve contra juros abusivos.",https://www.reclameaqui.com.br/brasil-card/juros-abusivos_lA0-Hw4XgVPdBy3N/, 20/07/20 às 22h57,Abaeté, Abaeté - MG
108838905,Site falso,Site falso,Loja Caterpillar Botas,"Comprei 3 calçados pelo site, não recebi, tento contato pelo número de telefone que ninguém atende e não respondem email nem Whatsapp....","Comprei 3 calçados pelo site, não recebi, tento contato pelo número de telefone que ninguém atende e não respondem email nem Whatsapp.",https://www.reclameaqui.com.br/loja-caterpillar-botas/site-falso_5R6yaRczTiFtiSF6/, 20/07/20 às 22h41,Santa Maria, Santa Maria - RS
108834827,Tênis pequeno para o numero informado,Tênis pequeno para o numero informado,Autêntico Shopping dos Ca..., vosso fabricante. Inicialmente não fiz a reclamação e por ter usado o produto já não caberia troca. Tenho ainda dois pares novos e perdidos.Peço que a empresa Shopping dos Calçados faça a troca destes dois pares que estão perdidos para mim....,Comprei três pares e Tênis  numero 41. Iniciei o uso do primeiro par que me feriu a unha dos dois pés. Este numero 41 esta fora do padrão e este erro é do vosso fabricante. Inicialmente não fiz a reclamação e por ter usado o produto já não caberia troca. Tenho ainda dois pares novos e perdidos.Peço que a empresa Shopping dos Calçados faça a troca destes dois pares que estão perdidos para mim.,https://www.reclameaqui.com.br/autentico-shopping-dos-calcados/tenis-pequeno-para-o-numero-informado_sOoZWaU-TIrhuWIL/, 20/07/20 às 21h37,Santana de Parnaíba, Santana de Parnaíba - SP
108832031,Demora na entrega,Demora na entrega,Dafiti.com.br, peças por 99 quando fui ver a nota que a empresa me enviou constava somente dois calçados. Mais além do produto não ter sido entregue hj dia 20 consta que minha...,"Efetuei a compra no dia 05/07 estou até hj esperando a entrega da minha encomenda com data para ser entregue no dia 10/07 sendo que a mesma era da promoção 3 peças por 99 quando fui ver a nota que a empresa me enviou constava somente dois calçados. Mais além do produto não ter sido entregue hj dia 20 consta que minha mercadoria já chegou,mais pra quem pq pra mim não foi entregue NADA! Quero saber como isso será resolvido pois quero meu dinheiro de volta é uma palhaçada ja tive problemas com o site mais dessa vez quanta falta de profissionalismo, é um desrespeito com o consumidor espero ser respondida pois já é a segunda reclamação e até agora nada .",https://www.reclameaqui.com.br/dafiti/demora-na-entrega_b1Y1ZhOKo3ni5Y9u/, 20/07/20 às 20h59,Mogi das Cruzes, Mogi das Cruzes - SP
108824429,Remessa sem descrição,Remessa sem descrição,TradeINN," produto e fatura, ou seja, um erro de quem vende, espero receber o meu dinheiro de volta. Fiz um grande investimento nos calçados...","Comprei um tênis na xtremeinn cujo número do pedido é 17864364 vinculada a rede tradeinn, no dia 14/06, quando produto chegou ao brasil, na fiscalização foi constatado que a remessa veio sem sua descrição, isto é, recebi a notificação de que o produto seria apreendido, devolvido ou para refugo. Sem uma posição certa do ocorrido com o tênis, estou decepcionado pois entrei em contato com a empresa para saber o que está havendo e não fui respondido, e além disso tenho outro tênis comprado na tradeinn que já se encontra na fiscalização porém este sem atualização. Caso o tênis tenha sido enviado sem os devidos cuidados com os dados do produto e fatura, ou seja, um erro de quem vende, espero receber o meu dinheiro de volta. Fiz um grande investimento nos calçados",https://www.reclameaqui.com.br/goalinn/remessa-sem-descricao_yhGDtZtMzVlCteyG/, 20/07/20 às 19h20,Londrina, Londrina - PR
108814693,tênis puma de camurça de péssima qualidade,tênis puma de camurça de péssima qualidade,PUMA Sports," confortável, bonito e eu sempre cuidei muito bem dele só que depois de um tempo o tênis fez um buraco atrás, fora a cor que ficou horrível o tecido de camurça ficou feio desbotando a cor. nunca me decepcionei tanto com uma marca de calçados assim....","Comprei um tênis da puma á mais o menos um ano e meio e sinceramente foi os R$ 250,00 reais mais mal gastos da minha vida, no começo o calçado era super confortável, bonito e eu sempre cuidei muito bem dele só que depois de um tempo o tênis fez um buraco atrás, fora a cor que ficou horrível o tecido de camurça ficou feio desbotando a cor. nunca me decepcionei tanto com uma marca de calçados assim.",https://www.reclameaqui.com.br/puma-sports/tenis-puma-de-camurca-de-pessima-qualidade_xJosN-OoEAMGQ9M_/, 20/07/20 às 17h22,São Paulo, São Paulo - SP
108813737,"Eu uso Nero 40,tenho alguns calçados desse número da ma...","Eu uso Nero 40,tenho alguns calçados desse número da marca Vizzano e não tenho mais encontrado em lugar algum.so uso essa marca.podem me ajudae",Vizzano,Eu só uso calçado Vizzano e calça número 40 na muito tempo venho procurando e não tenho encontrado Eu apenas uso essa marca pode me ajudar a onde encontrar.,Eu só uso calçado Vizzano e calça número 40 na muito tempo venho procurando e não tenho encontrado Eu apenas uso essa marca pode me ajudar a onde encontrar.,https://www.reclameaqui.com.br/vizzano/eu-uso-nero-40-tenho-alguns-calcados-desse-numero-da-marca-vizzano-e-nao-te_QEMyOlCbhs9j8Q0W/, 20/07/20 às 17h12,São Paulo, São Paulo - SP
108813007,Bota com avaria,Bota com avaria,Calçado Net,"Eu fiz uma compra pelo site da calçados net no dia 3/07 de uma bota, que estava previsto pra chegar no dia 9/7 , até  aí tudo bem a bota chegou no prazo...","Eu fiz uma compra pelo site da calçados net no dia 3/07 de uma bota, que estava previsto pra chegar no dia 9/7 , até  aí tudo bem a bota chegou no prazo , porém quando fui experimentar a bota está arranhada na lateral então no dia 10/7 mandei um e mail para o sac da loja e mandei a foto explicando o estado da bota , até o momento não se posicionaram referente a troca ou mesmo o estorno do cartão,  já mandam e mail pedido para aguarde, no último e mail que foi dia 17/07 informei que se demorasse mais eu queria o estorno no meu cartão   até  agora não responderam .",https://www.reclameaqui.com.br/calcado-net/bota-com-avaria_8-D04zFTT40Up2wo/, 20/07/20 às 17h04,São Paulo, São Paulo - SP
108812231,Descaso com o cliente,Descaso com o cliente,SC JOHNSON,"Comprei o produto Lysoform pela propaganda veiculada na TV para sua aplicação em calçados.Fatalmente deve ter em sua formula ""água sanitária""...","Comprei o produto Lysoform pela propaganda veiculada na TV para sua aplicação em calçados.Fatalmente deve ter em sua formula ""água sanitária"" pois manchou e estragou o sapato de minha esposa, cuja foto esta anexada.Falei com serviço de atendimento ao consumidor pedindo explicação sobre o fato e também porque  na formula consta ""Ativo"" e ""veiculo"".fui gentilmente atendido pela Marcia, que me deu protocolo 019923841A e disse que eu deveria remeter tudo por e-mail, e mandei tudo no dia 02/07/2020 e até agora nada de resposta, nenhuma satisfação, estão ligando pouco para os clientes. Um produto não pode causar danos materiais devem ser claros em sua formula. Exijo o ressarcimento do calçado de minha esposa é o minimo. Irei publicar em todas as redes sociais pelo descaso.",https://www.reclameaqui.com.br/s-c-johnson/descaso-com-o-cliente_mASciO2KZVvUb9xB/, 20/07/20 às 16h56,São Paulo, São Paulo - SP
108809491,Não consigo mais acessar o marcket place,Não consigo mais acessar o marcket place,Facebook," permitido pelos termos,mais só postava roupas calçados, móveis domésticos, SOMENTE! Ok,parei de usar o marcketplace,e até então conseguia ver os anúncios de grupos...","Nao consigo mais acessar o marcketplace desde Ano passado,nao me lembro o dia certo,fui bolqueada e o motivo que falam é que meu conteudo de anúncio não é permitido pelos termos,mais só postava roupas calçados, móveis domésticos, SOMENTE! Ok,parei de usar o marcketplace,e até então conseguia ver os anúncios de grupos de venda do facebook ,mais ja tem quase uma que os anúncios foram todos para o marcket place e eu não consigo nem se quer vizualisar a foto de uma simples publicação de venda,porque toda vez que clico na  foto aparece que estou ""bloqueada"" no marcketplace! Ou seja não consigo mais vender nem comprar nada pelo facebook! Gostaria que corrigissem esse erro ,para que eu possa usufruir do meu facebook normalmente!!! Obrigada!!",https://www.reclameaqui.com.br/facebook/nao-consigo-mais-acessar-o-marcket-place_kwbLKYpstpJad-lH/, 20/07/20 às 16h27,Umuarama, Umuarama - PR
108807207,Cobrança Indevida de Compra Cancelada com Devolução de ...,Cobrança Indevida de Compra Cancelada com Devolução de Mercadoria,Arezzo - Loja Online,"Efetuei uma compra com vários produtos em 26/03/2020 no valor de 1.070,19 e em função da impossibilidade de troca (Pandemia), retiraram todos os calçados em 31...","Efetuei uma compra com vários produtos em 26/03/2020 no valor de 1.070,19 e em função da impossibilidade de troca (Pandemia), retiraram todos os calçados em 31/03/2020. Pois bem, já tentei todos os canais de atendimento e até hoje a compra não foi cancelada, gerando cobranças ilegais no meu cartão de crédito. O valor cobrado indevidamente já passa de 800,00 pois já foram 4 de 6 parcelas pagas. Chegaram ao absurdo de enviar um comprovante em nome de terceiros que desconheço, como se fosse o meu comprovante de estorno.Hoje falei com uma atendente na Arezzo Oscar Freire que não sabe quando vão retornar mas talvez analisem meu problema. FALTA DE RESPEITO E TOTAL DESCASO com o cliente. Será que precisarei ir à justiça para resolver?????",https://www.reclameaqui.com.br/arezzo-loja-online/cobranca-indevida-de-compra-cancelada-com-devolucao-de-mercadoria_3uAYDeWh7MldVISx/, 20/07/20 às 16h05,São Paulo, São Paulo - SP
108803871,Atraso na entrega,Atraso na entrega,Riachuelo - Loja Online,"Fiz uma compra de 2 calçados infantis dia 04/07/2020, o pagamento no cartão de crédito foi aprovado no mesmo dia. Dia 07/07/2020 o produto entrou em rota de...","Fiz uma compra de 2 calçados infantis dia 04/07/2020, o pagamento no cartão de crédito foi aprovado no mesmo dia. Dia 07/07/2020 o produto entrou em rota de entrega, a previsão era pra 15/07/2020, mas até hoje não chegou. Recebi um e-mail informando que a entrega seria feita pelos correios, mas como não passa carteiro na minha região já fui duas vezes ao correio da minha cidade e o produto não está lá. O telefone que consta no fale conosco não existe e o whatsapp não tem opção de falar com atendente.",https://www.reclameaqui.com.br/riachuelo-loja-online/atraso-na-entrega_KSzgRtQuKYdmNO1Y/, 20/07/20 às 15h32,Sapucaia do Sul, Sapucaia do Sul - RS
108803099,Em 1 mês a sandália está acabada,Em 1 mês a sandália está acabada,Beira Rio Conforto," ela simplesmente está acabada. Usei umas 8x no máximo pra ser bem sincera. Aguardo uma providência, pois achei que uma marca grande, conhecida e de nome, tivesse calçados de qualidade. Ainda mais pelo preço!...","É triste viu, pois é a segunda vez que compro beira rio. A primeira vez achei que tive azar! Mas não é possível. Um mês que comprei a sandália na C&A e ela simplesmente está acabada. Usei umas 8x no máximo pra ser bem sincera. Aguardo uma providência, pois achei que uma marca grande, conhecida e de nome, tivesse calçados de qualidade. Ainda mais pelo preço!",https://www.reclameaqui.com.br/beira-rio-conforto/em-1-mes-a-sandalia-esta-acabada_yrucUV1SMvISucQU/, 20/07/20 às 15h24,Nova Iguaçu, Nova Iguaçu - RJ
108802765,3 pares praticamente  sem uso com solado esbranquiçado ...,3 pares praticamente  sem uso com solado esbranquiçado e desintegrando,Usaflex,"Tenho 3 pares dessa marca, 2 botas e 1 scarpin. Calçados praticamente sem uso, o scarpin por exemplo, lindo usei só uma vez, o solado desintegrou todo. De uma...","Tenho 3 pares dessa marca, 2 botas e 1 scarpin. Calçados praticamente sem uso, o scarpin por exemplo, lindo usei só uma vez, o solado desintegrou todo. De uma das botas o solado está como se tivesse derretendo, mole, esbranquiçado, e a outra também, em menor intensidade, mas começou a esbranquiçar também. Adorooo a marca! Estou muito triste. Só quero a troca dos soldados. Tenho um xodó pelo meu scarpin vermelho e minha bota cinza de camurça. Não gostaria de perde-los.",https://www.reclameaqui.com.br/usaflex/3-pares-praticamente-sem-uso-com-solado-esbranquicado-e-desintegrando_1EbjXVNJZYoH_v59/, 20/07/20 às 15h21,Rio de Janeiro, Rio de Janeiro - RJ
108800763,Cobrança indevida,Cobrança indevida,Calçados Itapuã,"Comprei um tênis para meu filho na Itapuã calçados em novembro de 2019 em 5 pacelas,quando começou a Quarentena fiquei impossibilitada de fazer o pagamento...","Comprei um tênis para meu filho na Itapuã calçados em novembro de 2019 em 5 pacelas,quando começou a Quarentena fiquei impossibilitada de fazer o pagamento pois o mesmo era feito na loja com o número CPF ou boleto sem código de barra até que a loja resolveu mandar os boletos para ser pagos na lotérica SO QUE JA PAGUEI TODAS AS PACELAS E CONTINUO RECEBENDO OS BOLETOS LIGUEI NA FINANCEIRA RESPONSÁVEL PELO CARTÃO ITAPUÃ E ME FALARAM QUE JA PAGUEI A MINHA DIVIDA AGORA ESTOU PAGANDO MULTAS POR ATRASO um tênis que custou 112,00 reis ja paguei quase 300,00 reais(se que essa quarentena acabar vou buscar meus direitos junto ao Procon e o juizado de pequenas causas)",https://www.reclameaqui.com.br/calcados-itapua/cobranca-indevida_1PpFUixPEthii0cC/, 20/07/20 às 15h00,Belo Horizonte, Belo Horizonte - MG
